Index,LEAH
2003-03-20,1154850
2003-03-21,1151925
2003-03-24,1149900
2003-03-25,1139625
2003-03-26,1135900
2003-03-27,1109600
2003-03-28,1097650
2003-03-31,1095975
2003-04-01,1095525
2003-04-02,1091075
2003-04-03,1080600
2003-04-04,1078525
2003-04-07,1075325
2003-04-08,1073450
2003-04-09,1066650
2003-04-10,1056800
2003-04-11,1054625
2003-04-14,1051300
2003-04-15,1050525
2003-04-16,1046200
2003-04-17,1038625
2003-04-22,1040025
2003-04-23,1040950
2003-04-24,1040100
2003-04-25,1035000
2003-04-28,1035775
2003-04-29,1034975
2003-04-30,1039450
2003-05-01,1044325
2003-05-02,1043525
2003-05-06,1054825
2003-05-07,1048675
2003-05-08,1050150
2003-05-09,1045450
2003-05-12,1045350
2003-05-13,1045450
2003-05-14,1042750
2003-05-15,1041150
2003-05-16,1042525
2003-05-19,1035625
2003-05-20,1032525
2003-05-21,1031750
2003-05-22,1029850
2003-05-23,1025675
2003-05-27,1025575
2003-05-28,1026050
2003-05-29,1027425
2003-05-30,1025975
2003-06-02,1021925
2003-06-03,1025400
2003-06-04,1026150
2003-06-05,1025150
2003-06-06,1021250
2003-06-09,1024575
2003-06-10,1025025
2003-06-11,1025175
2003-06-12,1028125
2003-06-13,1026525
2003-06-16,1026425
2003-06-17,1025425
2003-06-18,1037375
2003-06-19,1044375
2003-06-20,1050350
2003-06-23,1044450
2003-06-24,1044150
2003-06-25,1049650
2003-06-26,1059575
2003-06-27,1058800
2003-06-30,1065225
2003-07-01,1067700
2003-07-02,1066450
2003-07-03,1075000
2003-07-04,1085950
2003-07-07,1091500
2003-07-08,1108525
2003-07-09,1110025
2003-07-10,1111800
2003-07-11,1112300
2003-07-14,1147475
2003-07-15,1184950
2003-07-16,1199225
2003-07-17,1223700
2003-07-18,1225600
2003-07-21,1226750
2003-07-22,1224100
2003-07-23,1182100
2003-07-24,1187425
2003-07-25,1188950
2003-07-28,1187400
2003-07-29,1187600
2003-07-30,1189275
2003-07-31,1199675
2003-08-01,1193225
2003-08-04,1189000
2003-08-05,1192375
2003-08-06,1197925
2003-08-07,1201425
2003-08-08,1191350
2003-08-11,1198375
2003-08-12,1199600
2003-08-13,1201650
2003-08-14,1200925
2003-08-15,1208900
2003-08-18,1216700
2003-08-19,1215650
2003-08-20,1225500
2003-08-21,1236500
2003-08-22,1240950
2003-08-26,1239875
2003-08-27,1246350
2003-08-28,1246500
2003-08-29,1251000
2003-09-01,1252400
2003-09-02,1239350
2003-09-03,1240175
2003-09-04,1239425
2003-09-05,1241650
2003-09-08,1239375
2003-09-09,1236125
2003-09-10,1239575
2003-09-11,1253025
2003-09-12,1250375
2003-09-15,1254275
2003-09-16,1271625
2003-09-17,1272025
2003-09-18,1272025
2003-09-19,1271375
2003-09-22,1270925
2003-09-23,1273300
2003-09-24,1268525
2003-09-25,1267725
2003-09-26,1271475
2003-09-29,1283650
2003-09-30,1292725
2003-10-01,1288125
2003-10-02,1286575
2003-10-03,1287725
2003-10-06,1288475
2003-10-07,1281650
2003-10-08,1283425
2003-10-09,1280875
2003-10-10,1281900
2003-10-13,1275600
2003-10-14,1279675
2003-10-15,1291700
2003-10-16,1291225
2003-10-17,1291725
2003-10-20,1294725
2003-10-21,1298175
2003-10-22,1305200
2003-10-23,1304975
2003-10-24,1304225
2003-10-27,1305050
2003-10-28,1309650
2003-10-29,1311900
2003-10-30,1307125
2003-10-31,1305700
2003-11-03,1309650
2003-11-04,1308475
2003-11-05,1301950
2003-11-06,1288325
2003-11-07,1294400
2003-11-10,1291750
2003-11-11,1289200
2003-11-12,1287350
2003-11-13,1298000
2003-11-14,1306950
2003-11-17,1315825
2003-11-18,1319625
2003-11-19,1328850
2003-11-20,1326275
2003-11-21,1328000
2003-11-24,1328075
2003-11-25,1330575
2003-11-26,1330450
2003-11-27,1328950
2003-11-28,1331400
2003-12-01,1330975
2003-12-02,1332150
2003-12-03,1330900
2003-12-04,1329175
2003-12-05,1329175
2003-12-08,1335075
2003-12-09,1336075
2003-12-10,1334800
2003-12-11,1334100
2003-12-12,1322800
2003-12-15,1323800
2003-12-16,1321150
2003-12-17,1351225
2003-12-18,1352550
2003-12-19,1352400
2003-12-22,1347625
2003-12-23,1345225
2003-12-24,1345500
2003-12-29,1352175
2003-12-30,1352175
2003-12-31,1352100
2004-01-02,1351600
2004-01-05,1351175
2004-01-06,1350600
2004-01-07,1349900
2004-01-08,1352300
2004-01-09,1353275
2004-01-12,1357050
2004-01-13,1352600
2004-01-14,1353825
2004-01-15,1353200
2004-01-16,1351625
2004-01-19,1353100
2004-01-20,1363325
2004-01-21,1362900
2004-01-22,1367775
2004-01-23,1366025
2004-01-26,1364100
2004-01-27,1359800
2004-01-28,1349450
2004-01-29,1340550
2004-01-30,1342000
2004-02-02,1339850
2004-02-03,1334000
2004-02-04,1328000
2004-02-05,1322275
2004-02-06,1320350
2004-02-09,1311225
2004-02-10,1310300
2004-02-11,1310150
2004-02-12,1310700
2004-02-13,1311425
2004-02-16,1299775
2004-02-17,1292950
2004-02-18,1301650
2004-02-19,1292350
2004-02-20,1269900
2004-02-23,1259675
2004-02-24,1269875
2004-02-25,1271225
2004-02-26,1270075
2004-02-27,1267375
2004-03-01,1264775
2004-03-02,1264450
2004-03-03,1256775
2004-03-04,1255750
2004-03-05,1258500
2004-03-08,1239100
2004-03-09,1232275
2004-03-10,1228100
2004-03-11,1219625
2004-03-12,1204925
2004-03-15,1191250
2004-03-16,1180900
2004-03-17,1177675
2004-03-18,1164025
2004-03-19,1141550
2004-03-22,1140250
2004-03-23,1140375
2004-03-24,1128600
2004-03-25,1128850
2004-03-26,1126050
2004-03-29,1120950
2004-03-30,1108825
2004-03-31,1106375
2004-04-01,1101700
2004-04-02,1101250
2004-04-05,1097325
2004-04-06,1094950
2004-04-07,1084225
2004-04-08,1076025
2004-04-13,1070775
2004-04-14,1070975
2004-04-15,1066050
2004-04-16,1063100
2004-04-19,1061575
2004-04-20,1064675
2004-04-21,1069325
2004-04-22,1068625
2004-04-23,1068400
2004-04-26,1071650
2004-04-27,1070125
2004-04-28,1062850
2004-04-29,1057975
2004-04-30,1042275
2004-05-04,1040675
2004-05-05,1036725
2004-05-06,1031025
2004-05-07,1027750
2004-05-10,1026975
2004-05-11,1025100
2004-05-12,1024700
2004-05-13,1020175
2004-05-14,1014750
2004-05-17,988025
2004-05-18,986425
2004-05-19,986300
2004-05-20,978250
2004-05-21,972050
2004-05-24,963525
2004-05-25,966075
2004-05-26,963700
2004-05-27,962625
2004-05-28,956250
2004-06-01,927350
2004-06-02,924625
2004-06-03,918950
2004-06-04,910500
2004-06-07,907000
2004-06-08,901150
2004-06-09,903800
2004-06-10,898100
2004-06-11,893700
2004-06-14,870700
2004-06-15,871925
2004-06-16,870425
2004-06-17,867875
2004-06-18,866175
2004-06-21,866050
2004-06-22,863825
2004-06-23,870975
2004-06-24,870975
2004-06-25,871525
2004-06-28,853800
2004-06-29,853650
2004-06-30,850150
2004-07-01,849250
2004-07-02,847375
2004-07-05,837125
2004-07-06,831325
2004-07-07,828800
2004-07-08,804600
2004-07-09,788275
2004-07-12,775925
2004-07-13,774925
2004-07-14,770425
2004-07-15,765375
2004-07-16,758525
2004-07-19,755725
2004-07-20,754500
2004-07-21,751650
2004-07-22,749475
2004-07-23,748900
2004-07-26,730925
2004-07-27,723150
2004-07-28,721800
2004-07-29,719575
2004-07-30,717075
2004-08-02,698550
2004-08-03,697175
2004-08-04,693100
2004-08-05,690750
2004-08-06,689850
2004-08-09,688550
2004-08-10,688175
2004-08-11,687875
2004-08-12,686175
2004-08-13,684875
2004-08-16,682125
2004-08-17,679225
2004-08-18,677425
2004-08-19,672775
2004-08-20,670175
2004-08-23,669650
2004-08-24,667750
2004-08-25,662150
2004-08-26,661000
2004-08-27,662350
2004-08-31,623225
2004-09-01,620250
2004-09-02,618950
2004-09-03,617700
2004-09-06,612350
2004-09-07,609425
2004-09-08,603825
2004-09-09,600750
2004-09-10,598925
2004-09-13,596700
2004-09-14,579650
2004-09-15,577450
2004-09-16,580175
2004-09-17,579200
2004-09-20,577275
2004-09-21,575800
2004-09-22,575200
2004-09-23,588125
2004-09-24,584950
2004-09-27,584050
2004-09-28,588050
2004-09-29,587800
2004-09-30,583700
2004-10-01,586375
2004-10-04,583725
2004-10-05,587875
2004-10-06,587375
2004-10-07,589350
2004-10-08,585925
2004-10-11,588625
2004-10-12,595150
2004-10-13,615100
2004-10-14,619700
2004-10-15,618950
2004-10-18,623425
2004-10-19,626150
2004-10-20,641575
2004-10-21,643425
2004-10-22,643875
2004-10-25,640150
2004-10-26,644325
2004-10-27,646650
2004-10-28,645825
2004-10-29,645950
2004-11-01,640475
2004-11-02,648900
2004-11-03,650850
2004-11-04,651500
2004-11-05,651000
2004-11-08,648850
2004-11-09,648625
2004-11-10,645500
2004-11-11,644800
2004-11-12,644600
2004-11-15,647425
2004-11-16,646150
2004-11-17,655825
2004-11-18,658825
2004-11-19,661250
2004-11-22,667800
2004-11-23,663925
2004-11-24,656900
2004-11-25,636625
2004-11-26,629825
2004-11-29,628050
2004-11-30,626300
2004-12-01,625875
2004-12-02,627625
2004-12-03,627075
2004-12-06,626100
2004-12-07,614525
2004-12-08,630600
2004-12-09,627625
2004-12-10,627275
2004-12-13,623050
2004-12-14,622375
2004-12-15,620575
2004-12-16,618800
2004-12-17,616675
2004-12-20,619075
2004-12-21,612725
2004-12-22,610025
2004-12-23,608875
2004-12-24,609450
2004-12-29,609325
2004-12-30,609150
2004-12-31,587100
2005-01-04,587075
2005-01-05,588300
2005-01-06,587400
2005-01-07,579825
2005-01-10,561550
2005-01-11,566850
2005-01-12,569650
2005-01-13,580725
2005-01-14,578200
2005-01-17,578200
2005-01-18,583800
2005-01-19,584175
2005-01-20,580725
2005-01-21,578125
2005-01-24,567650
2005-01-25,572950
2005-01-26,550500
2005-01-27,540475
2005-01-28,531025
2005-01-31,530375
2005-02-01,518200
2005-02-02,524650
2005-02-03,521125
2005-02-04,513675
2005-02-07,517375
2005-02-08,526100
2005-02-09,523100
2005-02-10,518900
2005-02-11,513700
2005-02-14,512175
2005-02-15,509225
2005-02-16,510400
2005-02-17,510700
2005-02-18,513475
2005-02-21,513350
2005-02-22,487550
2005-02-23,490125
2005-02-24,489475
2005-02-25,486700
2005-02-28,484275
2005-03-01,479750
2005-03-02,467550
2005-03-03,468075
2005-03-04,466850
2005-03-07,466800
2005-03-08,467325
2005-03-09,458725
2005-03-10,449650
2005-03-11,446450
2005-03-14,444350
2005-03-15,453850
2005-03-16,455375
2005-03-17,455275
2005-03-18,455075
2005-03-21,454275
2005-03-22,455550
2005-03-23,456975
2005-03-24,461550
2005-03-29,460375
2005-03-30,462100
2005-03-31,465400
2005-04-01,470125
2005-04-04,465425
2005-04-05,464000
2005-04-06,463100
2005-04-07,464725
2005-04-08,467225
2005-04-11,461900
2005-04-12,454625
2005-04-13,452375
2005-04-14,452175
2005-04-15,453575
2005-04-18,461600
2005-04-19,465550
2005-04-20,470800
2005-04-21,480275
2005-04-22,482175
2005-04-25,488350
2005-04-26,489050
2005-04-27,488600
2005-04-28,486925
2005-04-29,480950
2005-05-03,482525
2005-05-04,483575
2005-05-05,482125
2005-05-06,481375
2005-05-09,481750
2005-05-10,490475
2005-05-11,483725
2005-05-12,481625
2005-05-13,477700
2005-05-16,478800
2005-05-17,479900
2005-05-18,478200
2005-05-19,496900
2005-05-20,496500
2005-05-23,496450
2005-05-24,485800
2005-05-25,486475
2005-05-26,485875
2005-05-27,487925
2005-05-31,513500
2005-06-01,514625
2005-06-02,512150
2005-06-03,503375
2005-06-06,501350
2005-06-07,498025
2005-06-08,493250
2005-06-09,492150
2005-06-10,500025
2005-06-13,501900
2005-06-14,497900
2005-06-15,500275
2005-06-16,499450
2005-06-17,494650
2005-06-20,486525
2005-06-21,485675
2005-06-22,476275
2005-06-23,475900
2005-06-24,473850
2005-06-27,470475
2005-06-28,470675
2005-06-29,468350
2005-06-30,471575
2005-07-01,480850
2005-07-04,478650
2005-07-05,479075
2005-07-06,479325
2005-07-07,475575
2005-07-08,473775
2005-07-11,471000
2005-07-12,470500
2005-07-13,480000
2005-07-14,483500
2005-07-15,482750
2005-07-18,486350
2005-07-19,477225
2005-07-20,476225
2005-07-21,488175
2005-07-22,488400
2005-07-25,492175
2005-07-26,490250
2005-07-27,490875
2005-07-28,494825
2005-07-29,491825
2005-08-01,489450
2005-08-02,489025
2005-08-03,486650
2005-08-04,485900
2005-08-05,481225
2005-08-08,482000
2005-08-09,475350
2005-08-10,472850
2005-08-11,474625
2005-08-12,473600
2005-08-15,471900
2005-08-16,471850
2005-08-17,467625
2005-08-18,469750
2005-08-19,470175
2005-08-22,471575
2005-08-23,469875
2005-08-24,472125
2005-08-25,471350
2005-08-26,472775
2005-08-30,474900
2005-08-31,476450
2005-09-01,480850
2005-09-02,480425
2005-09-05,480475
2005-09-06,479350
2005-09-07,478900
2005-09-08,479825
2005-09-09,479575
2005-09-12,477975
2005-09-13,485325
2005-09-14,482300
2005-09-15,482800
2005-09-16,473200
2005-09-19,463900
2005-09-20,467075
2005-09-21,465625
2005-09-22,465000
2005-09-23,464150
2005-09-26,461625
2005-09-27,458350
2005-09-28,457600
2005-09-29,464625
2005-09-30,463275
2005-10-03,464175
2005-10-04,464175
2005-10-05,461550
2005-10-06,463200
2005-10-07,465375
2005-10-10,459800
2005-10-11,441200
2005-10-12,440775
2005-10-13,441875
2005-10-14,445450
2005-10-17,446900
2005-10-18,448875
2005-10-19,450975
2005-10-20,453300
2005-10-21,458150
2005-10-24,458150
2005-10-25,458425
2005-10-26,457100
2005-10-27,456200
2005-10-28,456625
2005-10-31,456325
2005-11-01,456625
2005-11-02,456625
2005-11-03,456625
2005-11-04,455550
2005-11-07,460800
2005-11-08,461000
2005-11-09,444075
2005-11-10,444825
2005-11-11,441975
2005-11-14,441975
2005-11-15,444225
2005-11-16,505450
2005-11-17,565550
2005-11-18,533100
2005-11-21,539650
2005-11-22,543200
2005-11-23,547675
2005-11-24,551025
2005-11-25,552425
2005-11-28,551525
2005-11-29,553250
2005-11-30,556900
2005-12-01,559875
2005-12-02,564775
2005-12-05,567850
2005-12-06,571600
2005-12-07,568200
2005-12-08,568475
2005-12-09,570725
2005-12-12,571725
2005-12-13,578600
2005-12-14,579825
2005-12-15,580025
2005-12-16,580775
2005-12-19,582025
2005-12-20,581725
2005-12-21,584925
2005-12-22,588450
2005-12-23,600875
2005-12-28,606825
2005-12-29,612250
2005-12-30,611775
2006-01-03,611950
2006-01-04,612450
2006-01-05,607575
2006-01-06,608225
2006-01-09,611225
2006-01-10,613850
2006-01-11,617325
2006-01-12,618475
2006-01-13,617550
2006-01-16,616475
2006-01-17,618575
2006-01-18,644675
2006-01-19,644900
2006-01-20,645100
2006-01-23,651600
2006-01-24,659625
2006-01-25,656825
2006-01-26,658900
2006-01-27,662075
2006-01-30,674500
2006-01-31,674250
2006-02-01,672775
2006-02-02,672350
2006-02-03,678775
2006-02-06,684250
2006-02-07,688000
2006-02-08,691525
2006-02-09,697975
2006-02-10,698775
2006-02-13,696075
2006-02-14,695925
2006-02-15,710825
2006-02-16,721050
2006-02-17,721450
2006-02-20,722650
2006-02-21,695125
2006-02-22,699175
2006-02-23,706000
2006-02-24,710750
2006-02-27,711800
2006-02-28,715925
2006-03-01,722925
2006-03-02,722875
2006-03-03,726975
2006-03-06,722975
2006-03-07,709025
2006-03-08,715850
2006-03-09,714800
2006-03-10,713800
2006-03-13,717525
2006-03-14,727000
2006-03-15,724000
2006-03-16,725850
2006-03-17,729975
2006-03-20,726975
2006-03-21,729050
2006-03-22,729775
2006-03-23,708000
2006-03-24,698300
2006-03-27,697725
2006-03-28,698600
2006-03-29,699100
2006-03-30,699375
2006-03-31,699025
2006-04-03,698425
2006-04-04,698100
2006-04-05,696900
2006-04-06,700075
2006-04-07,701025
2006-04-10,701500
2006-04-11,701425
2006-04-12,691400
2006-04-13,695050
2006-04-18,694850
2006-04-19,698900
2006-04-20,696200
2006-04-21,693475
2006-04-24,695900
2006-04-25,699900
2006-04-26,701600
2006-04-27,692675
2006-04-28,691900
2006-05-02,686000
2006-05-03,685625
2006-05-04,700850
2006-05-05,699350
2006-05-08,699625
2006-05-09,701300
2006-05-10,713200
2006-05-11,720325
2006-05-12,725100
2006-05-15,717525
2006-05-16,719275
2006-05-17,720525
2006-05-18,721875
2006-05-19,723225
2006-05-22,724825
2006-05-23,727950
2006-05-24,727000
2006-05-25,729125
2006-05-26,730125
2006-05-30,722200
2006-05-31,727175
2006-06-01,725775
2006-06-02,713500
2006-06-05,712875
2006-06-06,712175
2006-06-07,710500
2006-06-08,707650
2006-06-09,717175
2006-06-12,717075
2006-06-13,720600
2006-06-14,719025
2006-06-15,719050
2006-06-16,716950
2006-06-19,715325
2006-06-20,715900
2006-06-21,704025
2006-06-22,703350
2006-06-23,702700
2006-06-26,700150
2006-06-27,697075
2006-06-28,700050
2006-06-29,697150
2006-06-30,697275
2006-07-03,709400
2006-07-04,708325
2006-07-05,699900
2006-07-06,691750
2006-07-07,691525
2006-07-10,692400
2006-07-11,690100
2006-07-12,692375
2006-07-13,684075
2006-07-14,677800
2006-07-17,666500
2006-07-18,667475
2006-07-19,669100
2006-07-20,664450
2006-07-21,662750
2006-07-24,662250
2006-07-25,660575
2006-07-26,659150
2006-07-27,657675
2006-07-28,651800
2006-07-31,651600
2006-08-01,641300
2006-08-02,640750
2006-08-03,636750
2006-08-04,629900
2006-08-07,627100
2006-08-08,628950
2006-08-09,623050
2006-08-10,627475
2006-08-11,626100
2006-08-14,625500
2006-08-15,628875
2006-08-16,628450
2006-08-17,630850
2006-08-18,627575
2006-08-21,628425
2006-08-22,666200
2006-08-23,668800
2006-08-24,668600
2006-08-25,668300
2006-08-29,668750
2006-08-30,664675
2006-08-31,667225
2006-09-01,663350
2006-09-04,661000
2006-09-05,659800
2006-09-06,659575
2006-09-07,653225
2006-09-08,653025
2006-09-11,649350
2006-09-12,653850
2006-09-13,651875
2006-09-14,652575
2006-09-15,647825
2006-09-18,647125
2006-09-19,648200
2006-09-20,645700
2006-09-21,644625
2006-09-22,641975
2006-09-25,642525
2006-09-26,641275
2006-09-27,640475
2006-09-28,636225
2006-09-29,639100
2006-10-02,635625
2006-10-03,634900
2006-10-04,632100
2006-10-05,626975
2006-10-06,626975
2006-10-09,626225
2006-10-10,624825
2006-10-11,637525
2006-10-12,636700
2006-10-13,647575
2006-10-16,651475
2006-10-17,654600
2006-10-18,656325
2006-10-19,654825
2006-10-20,651350
2006-10-23,649900
2006-10-24,649350
2006-10-25,649150
2006-10-26,649775
2006-10-27,646250
2006-10-30,646150
2006-10-31,636950
2006-11-01,638375
2006-11-02,637350
2006-11-03,639350
2006-11-06,640475
2006-11-07,641125
2006-11-08,641350
2006-11-09,640150
2006-11-10,641675
2006-11-13,641850
2006-11-14,642875
2006-11-15,647075
2006-11-16,649850
2006-11-17,650025
2006-11-20,652575
2006-11-21,661475
2006-11-22,660425
2006-11-23,659075
2006-11-24,659825
2006-11-27,661175
2006-11-28,657925
2006-11-29,656525
2006-11-30,656150
2006-12-01,654450
2006-12-04,652575
2006-12-05,628100
2006-12-06,626875
2006-12-07,630150
2006-12-08,629400
2006-12-11,631275
2006-12-12,634200
2006-12-13,636625
2006-12-14,633400
2006-12-15,640275
2006-12-18,639150
2006-12-19,650975
2006-12-20,653875
2006-12-21,655500
2006-12-22,648675
2006-12-27,652425
2006-12-28,653225
2006-12-29,653875
2007-01-02,653075
2007-01-03,653075
2007-01-04,651375
2007-01-05,654100
2007-01-08,654625
2007-01-09,660350
2007-01-10,656100
2007-01-11,654500
2007-01-12,653150
2007-01-15,653925
2007-01-16,664925
2007-01-17,680225
2007-01-18,691600
2007-01-19,694300
2007-01-22,698150
2007-01-23,700900
2007-01-24,702475
2007-01-25,707775
2007-01-26,709000
2007-01-29,712150
2007-01-30,715775
2007-01-31,719125
2007-02-01,715800
2007-02-02,719550
2007-02-05,721425
2007-02-06,721950
2007-02-07,724450
2007-02-08,725875
2007-02-09,726350
2007-02-12,728475
2007-02-13,730825
2007-02-14,729150
2007-02-15,734125
2007-02-16,736300
2007-02-19,740250
2007-02-20,745975
2007-02-21,752500
2007-02-22,760825
2007-02-23,764900
2007-02-26,755550
2007-02-27,769925
2007-02-28,772925
2007-03-01,770175
2007-03-02,775850
2007-03-05,773150
2007-03-06,773525
2007-03-07,776700
2007-03-08,777125
2007-03-09,778750
2007-03-12,776700
2007-03-13,778475
2007-03-14,777375
2007-03-15,778850
2007-03-16,777250
2007-03-19,778400
2007-03-20,775425
2007-03-21,779775
2007-03-22,783725
2007-03-23,790275
2007-03-26,793150
2007-03-27,791000
2007-03-28,790300
2007-03-29,790950
2007-03-30,789025
2007-04-02,789325
2007-04-03,788700
2007-04-04,786175
2007-04-05,787075
2007-04-10,788775
2007-04-11,787000
2007-04-12,786400
2007-04-13,786050
2007-04-16,785525
2007-04-17,792050
2007-04-18,792800
2007-04-19,807525
2007-04-20,806950
2007-04-23,806275
2007-04-24,806425
2007-04-25,808075
2007-04-26,810075
2007-04-27,810650
2007-04-30,809575
2007-05-01,811200
2007-05-02,809675
2007-05-03,807550
2007-05-04,809750
2007-05-08,811850
2007-05-09,810675
2007-05-10,811750
2007-05-11,812275
2007-05-14,813250
2007-05-15,813950
2007-05-16,815775
2007-05-17,816475
2007-05-18,815875
2007-05-21,819125
2007-05-22,818200
2007-05-23,816950
2007-05-24,818200
2007-05-25,814100
2007-05-29,812300
2007-05-30,794925
2007-05-31,796000
2007-06-01,797700
2007-06-04,797450
2007-06-05,796600
2007-06-06,795800
2007-06-07,795250
2007-06-08,796350
2007-06-11,794175
2007-06-12,794825
2007-06-13,794350
2007-06-14,795225
2007-06-15,795375
2007-06-18,791600
2007-06-19,792300
2007-06-20,794450
2007-06-21,795450
2007-06-22,796450
2007-06-25,796225
2007-06-26,800200
2007-06-27,795525
2007-06-28,796375
2007-06-29,795700
2007-07-02,795425
2007-07-03,796125
2007-07-04,798275
2007-07-05,800875
2007-07-06,801125
2007-07-09,803350
2007-07-10,804525
2007-07-11,800575
2007-07-12,803825
2007-07-13,812625
2007-07-16,812050
2007-07-17,812775
2007-07-18,813500
2007-07-19,814425
2007-07-20,814675
2007-07-23,807350
2007-07-24,809000
2007-07-25,809900
2007-07-26,812450
2007-07-27,810500
2007-07-30,812875
2007-07-31,815300
2007-08-01,816000
2007-08-02,816325
2007-08-03,815850
2007-08-06,815475
2007-08-07,814575
2007-08-08,811950
2007-08-09,813950
2007-08-10,814100
2007-08-13,815150
2007-08-14,814350
2007-08-15,814475
2007-08-16,812800
2007-08-17,812450
2007-08-20,812050
2007-08-21,811350
2007-08-22,814575
2007-08-23,814525
2007-08-24,811725
2007-08-28,805875
2007-08-29,806850
2007-08-30,805700
2007-08-31,802850
2007-09-03,815500
2007-09-04,819875
2007-09-05,826900
2007-09-06,827300
2007-09-07,831875
2007-09-10,843500
2007-09-11,846800
2007-09-12,853875
2007-09-13,856825
2007-09-14,862125
2007-09-17,864025
2007-09-18,870225
2007-09-19,871300
2007-09-20,879575
2007-09-21,883450
2007-09-24,891625
2007-09-25,896250
2007-09-26,900800
2007-09-27,900050
2007-09-28,898675
2007-10-01,897825
2007-10-02,898400
2007-10-03,900275
2007-10-04,901325
2007-10-05,903800
2007-10-08,901450
2007-10-09,901375
2007-10-10,897200
2007-10-11,891375
2007-10-12,887600
2007-10-15,887100
2007-10-16,886800
2007-10-17,887050
2007-10-18,882950
2007-10-19,885125
2007-10-22,884175
2007-10-23,884150
2007-10-24,884250
2007-10-25,885850
2007-10-26,885775
2007-10-29,882775
2007-10-30,882975
2007-10-31,882250
2007-11-01,880425
2007-11-02,880275
2007-11-05,879950
2007-11-06,880225
2007-11-07,879500
2007-11-08,880425
2007-11-09,883150
2007-11-12,880925
2007-11-13,888675
2007-11-14,890700
2007-11-15,890600
2007-11-16,888550
2007-11-19,887425
2007-11-20,892525
2007-11-21,897625
2007-11-22,897675
2007-11-23,895575
2007-11-26,894225
2007-11-27,894350
2007-11-28,897450
2007-11-29,892775
2007-11-30,893475
2007-12-03,898400
2007-12-04,895400
2007-12-05,900200
2007-12-06,897900
2007-12-07,896375
2007-12-10,896550
2007-12-11,895625
2007-12-12,896600
2007-12-13,897700
2007-12-14,897900
2007-12-17,900600
2007-12-18,901750
2007-12-19,899850
2007-12-20,900650
2007-12-21,901575
2007-12-24,902425
2007-12-27,902425
2007-12-28,905075
2007-12-31,905850
2008-01-02,901675
2008-01-03,901625
2008-01-04,905125
2008-01-07,905400
2008-01-08,905400
2008-01-09,905625
2008-01-10,907350
2008-01-11,908950
2008-01-14,910000
2008-01-15,911425
2008-01-16,916450
2008-01-17,918025
2008-01-18,919250
2008-01-21,921800
2008-01-22,918950
2008-01-23,919025
2008-01-24,917800
2008-01-25,912925
2008-01-28,920400
2008-01-29,922700
2008-01-30,923900
2008-01-31,926400
2008-02-01,925725
2008-02-04,921125
2008-02-05,918100
2008-02-06,917550
2008-02-07,916375
2008-02-08,916925
2008-02-11,915350
2008-02-12,920300
2008-02-13,923400
2008-02-14,920550
2008-02-15,920500
2008-02-18,918925
2008-02-19,920450
2008-02-20,921150
2008-02-21,921475
2008-02-22,917800
2008-02-25,916375
2008-02-26,913575
2008-02-27,910175
2008-02-28,911000
2008-02-29,910950
2008-03-03,911900
2008-03-04,913375
2008-03-05,908300
2008-03-06,906700
2008-03-07,906450
2008-03-10,907175
2008-03-11,917950
2008-03-12,930825
2008-03-13,954525
2008-03-14,974450
2008-03-17,988700
2008-03-18,992225
2008-03-19,1002125
2008-03-20,1002975
2008-03-25,1001850
2008-03-26,996025
2008-03-27,984775
2008-03-28,985975
2008-03-31,986350
2008-04-01,984900
2008-04-02,985250
2008-04-03,983900
2008-04-04,982350
2008-04-07,978575
2008-04-08,978950
2008-04-09,977600
2008-04-10,976125
2008-04-11,972975
2008-04-14,972125
2008-04-15,981550
2008-04-16,985325
2008-04-17,985000
2008-04-18,982050
2008-04-21,979375
2008-04-22,978875
2008-04-23,979025
2008-04-24,993100
2008-04-25,996975
2008-04-28,997250
2008-04-29,996875
2008-04-30,996175
2008-05-01,992950
2008-05-02,992900
2008-05-06,992950
2008-05-07,995550
2008-05-08,990075
2008-05-09,989975
2008-05-12,990275
2008-05-13,990075
2008-05-14,990000
2008-05-15,985025
2008-05-16,984575
2008-05-19,995775
2008-05-20,1019525
2008-05-21,1019425
2008-05-22,1031750
2008-05-23,1023150
2008-05-27,1023025
2008-05-28,1024675
2008-05-29,1030175
2008-05-30,1028875
2008-06-02,1029250
2008-06-03,1027375
2008-06-04,1025400
2008-06-05,1022225
2008-06-06,1019800
2008-06-09,1019325
2008-06-10,1022150
2008-06-11,1021200
2008-06-12,1024825
2008-06-13,1023125
2008-06-16,1022400
2008-06-17,1022500
2008-06-18,1031475
2008-06-19,1033875
2008-06-20,1033900
2008-06-23,1040775
2008-06-24,1042300
2008-06-25,1052750
2008-06-26,1053650
2008-06-27,1057225
2008-06-30,1058225
2008-07-01,1061475
2008-07-02,1062100
2008-07-03,1063100
2008-07-04,1061550
2008-07-07,1059950
2008-07-08,1061850
2008-07-09,1062850
2008-07-10,1063000
2008-07-11,1062250
2008-07-14,1064775
2008-07-15,1065075
2008-07-16,1091250
2008-07-17,1090900
2008-07-18,1095525
2008-07-21,1100450
2008-07-22,1100075
2008-07-23,1099950
2008-07-24,1099650
2008-07-25,1098700
2008-07-28,1102300
2008-07-29,1101125
2008-07-30,1100450
2008-07-31,1103250
2008-08-01,1103175
2008-08-04,1104325
2008-08-05,1103600
2008-08-06,1104100
2008-08-07,1105775
2008-08-08,1105125
